"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 11 10:18:14 UTC 2021","Sun Jul 11 10:18:19 UTC 2021","5082","","test","","test","register from main page","register from main page",""
